WorkOrder,PICCNO,Textbox8,Textbox9,Textbox10,Folio_Name,StreetAddress,StreetAddress3,StreetAddress2,Textbox19,StreetAddress5,Textbox18,NotesToTP,StreetAddress4,Textbox16,StreetAddress6,Textbox68,Textbox22,Textbox24,Textbox26,Work_Onsite_Date_Time,Work_Completed_Date_Time,Textbox50,TradeDescription,ItemCode,quantity1,Textbox15,Textbox6,StreetAddress11,StreetAddress13,StreetAddress15,Work_Done_Text,Textbox76,Textbox77
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CWA,CHW110,2,"WINDOW AL CATCH, REPL missed of scope",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CWA,CHW170,2,"WINDOW AL RESTRICTORS, S&F/REPL missed off scope",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DAP,DAP100,29,"ADDITIONAL PREP, WALL/CEILING prep walls ceiling architraves windows",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPI,DPI100,0.5,PAINT INT DR wardrobe,Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPI,DPI300,1,PAINT W/ROBE OR CUPBD wardrobe,Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPI,DPI900,42,"STRIP PAPER, PLASTER & PREP",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",FCA,FCA300,10.5,"CARPET, LAY  required",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",FCA,FCA400,10.5,"CARPET UNDERLAY, LAY required",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CDX,CHX150,1,"PADBOLT, S&F/REPL padbolt shed",Location: Building Envelope 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD150,1,"LATCH/LOCK HANDLES, REPL shed handle",Location: Building Envelope 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CLX,CLX100,1,"W/BD FGR JOINT PINE <=20M, REPL BROKEN OUT FRONT",Location: Building Envelope 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CLX,CLX200,1,"W/BD SCRIBER, REPL ",Location: Building Envelope 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CLX,CLX310,1,"FIBRE CEMENT 4.5MM EAVES, REPL holes in main door soffit",Location: Building Envelope 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",KCX,KCX100,0,"CLEAN EXT WALLS HSE, 1 STY missed off scope",Location: Building Envelope 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CDA,CDT700,1,"DR INT HINGED, REPL li1",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD200,1,"LATCH COMPL, REPL li1",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD500,1,"DR STOP, REPL li1",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CLI,CLI300,1,"HARDBOARD, REPL patch",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CTI,CTI200,1,"TRIM INT H1.2 100X25, REPL trim for patch",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CWA,CHW110,1,"WINDOW AL CATCH, REPL cant determine until boards removed",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CWA,CHW170,1,"WINDOW AL RESTRICTORS, S&F/REPL cant determine until boards removed",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CWA,CWA150,2,"WINDOW AL SASH, REHANG rehang w1 w2 not closing properly",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DAP,DAP100,10,"ADDITIONAL PREP, WALL/CEILING",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",FCA,FMS150,7,"FL COVERING UNDERLAY, S&F requried",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",FVN,FVN100,7,"VINYL, REM too many gaps around vinyl",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",FVN,FVN200,0,"VINYL <=4M2, LAY required",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",FVN,FVN210,7,"VINYL >4M2, LAY",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",KCH,KCH330,7,"VINYL STRIP, RESEAL & POLISH required ",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",KCH,KCH330,7,"VINYL STRIP, RESEAL & POLISH",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CDA,CDT650,1,"DR HOLE, REPR wardrobe",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CDA,CHD800,1,"DR WEATHER SEAL, S&F",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
