WorkOrder,PICCNO,Textbox8,Textbox9,Textbox10,Folio_Name,StreetAddress,StreetAddress3,StreetAddress2,Textbox19,StreetAddress5,Textbox18,NotesToTP,StreetAddress4,Textbox16,StreetAddress6,Textbox68,Textbox22,Textbox24,Textbox26,Work_Onsite_Date_Time,Work_Completed_Date_Time,Textbox50,TradeDescription,ItemCode,quantity1,Textbox15,Textbox6,StreetAddress11,StreetAddress13,StreetAddress15,Work_Done_Text,Textbox76,Textbox77
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,CHD,CHD200,1,"LATCH COMPL, REPL",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,CHM,CHM300,4,"COAT HOOK, REPL",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,CHW,CHW100,1,"WINDOW TIM CATCH, REPL CATCH TIMBER CURRENT BROKEN",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,CHW,CHW400,1,"WINDOW CASEMENT STAY, REPL",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,DAP,DAP100,7,"ADDITIONAL PREP, WALL/CEILING ADDITIONAL PREP REQUIRED DUE TO EXCESSIVE FLAKING PAINT ON TRIM SKIRTING AND DOORS ",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,DPL,DPL120,2,"PLSTR STOPPING, WALL/CEILING PLASTER OVER DEFECTIVE AREAS PRIOR TO PAINTING",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,FCA,FCA300,8.25,"CARPET, LAY  LAY NEW CARPET",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,FCA,FCA400,8.25,"CARPET UNDERLAY, LAY LAY NEW CARPET UNDERLAY",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,KCX,KCX110,1,"CLEAN EXT WALLS HSE, 2 STY WASH HOUSE EXTERIOR 2 STORY",Location: Building Envelope 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,KCH,KCH330,9,"VINYL STRIP, RESEAL & POLISH",Location: Dining 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,CHD,CHD100,1,"LATCH/LOCK, ADJUST",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,CHM,CHM300,2,"COAT HOOK, REPL",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,CLI,CLI200,2,PLSTR BD PATCH,Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,DAP,DAP100,6,"ADDITIONAL PREP, WALL/CEILING ADDITIONAL PREP REQUIRED DUE TO EXCESSIVE FLAKING PAINT ON TRIM SKIRTING AND DOORS ",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,DPL,DPL120,3,"PLSTR STOPPING, WALL/CEILING PLASTER OVER DEFECTIVE AREAS PRIOR TO PAINTING",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,FCA,FCA300,2.75,"CARPET, LAY  LAY NEW CARPET",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,FCA,FCA400,2.75,"CARPET UNDERLAY, LAY LAY NEW CARPET UNDERLAY",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,CHD,CHD800,1,"DR WEATHER SEAL, S&F",Location: Entry Hallway 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,FCA,FCA300,4,"CARPET, LAY  LAY NEW CARPET",Location: Entry Hallway 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,FCA,FCA400,4,"CARPET UNDERLAY, LAY LAY NEW CARPET UNDERLAY",Location: Entry Hallway 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,CAA,CAA100,1,"CARPENTRY DAYWORK, LABOUR",Location: Kitchen 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
R5497282-3,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,40 GEAR TCE  PORIRUA EAST PORIRUA,URITEM,,BYDH Construction Limited,Ph: 0273111387,Asbestos is present; ASBESTOS,"VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan; Access: Select Preferred Access Time (From List); AM: YYYYYNN, PM: YYYYYNN; All contacts: (Rep) Uritem ; VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan",, ,,11/10/2023 10:27 AM,12/10/2023 00:00 AM,18/10/2023 23:59 PM,10/10/2023 15:53 PM,25/10/2023 12:05 PM,Work Details: VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan VP- STAGE2- VSC W/O WCOM 23/OCT/2023 VPM BO - Spotless Stephen / Nathan,CHC,CHC400,3,"CABINET CHILDPROOF CATCH, S&F/REPL UNDER SINK CUPBOARDS",Location: Kitchen 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
